PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
ILD Grand,"2, 3 BHK Apartment in Sector 37C, Gurgaon","['K.D. Hospital', 'Green Field Public School', 'The Esplanade Mall', 'Dwarka Expy, Sector 88', 'SGT UNIVERSITY']","{'K.D. Hospital': '550 Meter', 'Green Field Public School': '750 Meter', 'The Esplanade Mall': '1.4 KM', 'Dwarka Expy, Sector 88': '2.5 KM', 'SGT UNIVERSITY': '11.3 KM', 'Indira Gandhi Intl Airport': '25.9 KM'}",https://www.99acres.com/ild-grand-sector-37c-gurgaon-npxid-r2362,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,310 sq.ft.', 'price-range': '₹ 91.48 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,280 - 1,820 sq.ft.', 'price-range': '₹ 89.38 L - 1.27 Cr'}}","['Manicured Garden', 'Swimming Pool', 'School', 'Salon', 'Spa', 'Grocery Shop', 'Billiards', 'Lawn Tennis Court', 'Basketball Court']"
Signature Global Solera 2,"1, 2 BHK Apartment in Sector 107, Gurgaon","['Dwarka Expressway', 'IGI Airport', 'Delhi']","{'Dwarka Expressway': '2 Minutes', 'IGI Airport': '10 Minutes', 'Delhi': '5 Minutes'}",https://www.99acres.com/signature-global-solera-2-sector-107-gurgaon-npxid-r276621,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '338.64 sq.ft.', 'price-range': '₹ 16.56 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '514.4 - 577.95 sq.ft.', 'price-range': '₹ 25.19 - 28.32 L'}}","['Pergola', 'Creche/Day care', 'Amphitheatre', 'Community Hall', 'Badminton Court', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']"
Signature Global Solera,"1, 2, 3 BHK Apartment in Sector 107, Gurgaon","['Dwarka Expressway', 'Chirag Hospital', ""Colonel's Central Academy"", 'Gurgaon Dreamz Mall', 'The NorthCap University']","{'Dwarka Expressway': '5.2 Km', 'Chirag Hospital': '5.9 Km', ""Colonel's Central Academy"": '6.8 Km', 'Gurgaon Dreamz Mall': '6.9 Km', 'The NorthCap University': '10.4 Km', 'F9 Go Karting Gurgaon': '10.9 Km', 'SkyJumper Trampoline Park Gurgaon': '12.4 Km', 'Trident Hotel Gurgaon': '15.5 Km', 'Fun N Food Village': '15.9 Km', 'DLF Golf and Country Club': '17.4 Km', 'Indira Gandhi International Airport': '21.8 Km'}",https://www.99acres.com/signature-global-solera-sector-107-gurgaon-npxid-r84159,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '350 sq.ft.', 'price-range': '₹ 17 L'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '548 - 925 sq.ft.', 'price-range': '₹ 26.62 - 44.93 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '745 sq.ft.', 'price-range': '₹ 36.18 L'}}","['Jogging Track', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
M3M Woodshire,"2, 3, 4 BHK Apartment in Sector 107, Gurgaon","['Signum 107', 'The Shikshiyan School', 'Nora Solomon Medicenter', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","{'Signum 107': '0.45 Km', 'The Shikshiyan School': '1.9 Km', 'Nora Solomon Medicenter': '2.9Km', 'Najafgarh Jheel Bird Sanctuary': '3.6 Km', 'Skylark Cricket Academy': '3.8 Km', 'Indira Gandhi International Airport': '21.2Km'}",https://www.99acres.com/m3m-woodshire-sector-107-gurgaon-npxid-r5746,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,366 - 1,536 sq.ft.', 'price-range': '₹ 76 - 85.46 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,943 - 2,361 sq.ft.', 'price-range': '₹ 1.61 - 1.76 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,746 sq.ft.', 'price-range': '₹ 1.69 Cr'}}","['Swimming Pool', 'School', 'ATM', 'Aerobics Centre', 'Restaurant', 'Skating Rink', 'Theatre', 'Wi-Fi Connectivity', 'Pool Table']"
Vatika India Next Plots,"Land in Sector 83, Gurgaon","['ICICI Bank', 'Delhi Ajmer Expressway', 'INXT High Street', 'Cricket Academy', 'iGrow Montessori']","{'ICICI Bank': 'Close proximity', 'Delhi Ajmer Expressway': 'Located nearby', 'INXT High Street': 'Within reach', 'Cricket Academy': 'Nearby', 'iGrow Montessori': '800 m away', 'Hyatt Regency': '1.7 km away', 'Genesis Hospital': '2.5 km away', 'Miracles Apollo Cradle Hospital': '2.8 km away', ""St. Xavier's High School"": '3.8 km away', 'Aarvy Healthcare Hospital': '5.5 km away', 'Urusvati Museum Of Folklore': '2.9 km away', 'Nakhrola Stadium': '4 km away', 'Vardaan Hospital': '6.5 km away', 'Prakash Hospital': '6.7 km away', 'Aravali Adventure Hill': '8 km away'}",https://www.99acres.com/vatika-india-next-plots-sector-83-gurgaon-npxid-r144209,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,160 - 4,500 sq.ft.', 'price-range': '₹ 2.28 - 4.75 Cr'}}","['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Property Staff', 'Cafeteria', 'Multipurpose Court', 'Vastu Compliant', 'Rain Water Harvesting']"
MV Buildcon Precore City,"Land in Sohna, Gurgaon","['KDM Public School, Sohna', 'Sohna Road', 'Civil Hospital', 'Sohna Bus Stand', 'GD Goenka University']","{'KDM Public School, Sohna': '1.1 Km', 'Sohna Road': '1.3 Km', 'Civil Hospital': '1.7 Km', 'Sohna Bus Stand': '1.7 Km', 'GD Goenka University': '3.5 Km', 'Western Peripheral Expressway': '9.8 Km', 'Damdama Lake': '11 Km'}",https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 3,060 sq.ft.', 'price-range': '₹ 1.06 - 1.81 Cr'}}","['Multipurpose Court', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Lion Infra Green Valley,"Land in Sector-35 Sohna, Gurgaon","['GD Goenka World School', 'GD Goenka University, Gurugram', 'Badshahpur Sohna Rd Hwy, Raghav Vatika', 'Vardaan Hospital & Trauma Centre', 'Discount Department Store']","{'GD Goenka World School': '1.4 KM', 'GD Goenka University, Gurugram': '1.6 KM', 'Badshahpur Sohna Rd Hwy, Raghav Vatika': '3 KM', 'Vardaan Hospital & Trauma Centre': '3.6 KM', 'Discount Department Store': '4.7 KM', 'Indira Gandhi Intl Airport': '35.8 KM'}",https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,341 - 1,521 sq.ft.', 'price-range': '₹ 1.14 - 1.29 Cr'}}","['Terrace Garden', 'Cricket Pitch', 'Amphitheatre', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Orchid Petals,"3, 5 BHK Apartment in Sector 49, Gurgaon","['shiv Mandir', 'HDFC Bank', 'Kinder Care Playschool', 'Kangaroo Kids Preschool', 'Sapphire Mall']","{'shiv Mandir': 'In close proximity', 'HDFC Bank': 'In close proximity', 'Kinder Care Playschool': 'In close proximity', 'Kangaroo Kids Preschool': 'In close proximity', 'Sapphire Mall': 'In close proximity', 'Omaxe City Centre': 'In close proximity', 'BigBazaar': 'In close proximity', 'Radisson Hotel': '5minutes drive', 'Sohna Rd': '5 minutes drive', 'Polaris Hospital': '10 minutes drive', 'SRS Cinemas': '10 minutes drive', 'Medanta Hospital': '10 minutes drive', 'Artemis Hospital': '10 minutes drive'}",https://www.99acres.com/orchid-petals-sector-49-gurgaon-npxid-r12066,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,033 sq.ft.', 'price-range': '₹ 2.25 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,557 - 4,115.5 sq.ft.', 'price-range': '₹ 4.1 - 4.88 Cr'}}","['Swimming Pool', 'Volley Ball Court', 'Piped Gas', 'Water Softener Plant', 'Wi-Fi Connectivity', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Multipurpose Court']"
BPTP Mansions Park Prime,"4 BHK Apartment in Sector 66, Gurgaon","['Shiksha Bharti Public School', 'VIBGYOR High School', 'Gyan Bharti Public School', 'Hub 66', 'Keshav Pharmacy']","{'Shiksha Bharti Public School': '2.4 Km', 'VIBGYOR High School': '1.9 Km', 'Gyan Bharti Public School': '1.2 Km', 'Hub 66': '1.6 Km', 'Keshav Pharmacy': '1.2 Km', 'Apollo Pharmacy': '0.9 Km', 'Diamond Public School': '1.1 Km', 'Mother land public school': '1.1 Km', 'HDFC Bank': '0.95 Km', 'Axis Bank': '1.4 Km', 'Govind Hospital': '2.8 Km', 'Kamal Hospital': '3 Km', 'Creative Tennis Academy': '1.2 Km', 'Shanti Tennis Academy': '0.17 Km', 'Lotus Sports Academy': '1 Km'}",https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,764 sq.ft.', 'price-range': '₹ 2.75 Cr'}}","['Swimming Pool', 'High Speed Elevators', 'Property Staff', 'Shopping Centre', 'Sun Deck', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Club House']"
Emaar MGF Palm Terraces,"4 BHK Apartment in Sector 66, Gurgaon","['Heritage School', 'ISBM College', 'Ektaa Hospitals', 'Sector 55-56 Metro Station', 'IGI Airport']","{'Heritage School': '2 KM', 'ISBM College': '2 KM', 'Ektaa Hospitals': '1.9 KM', 'Sector 55-56 Metro Station': '6.2 KM', 'IGI Airport': '22.8 KM'}",https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 sq.ft.', 'price-range': '₹ 2.8 Cr'}}","['Swimming Pool', 'Golf Course', 'School', 'Restaurant', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Squash Court', 'Property Staff']"
Optimal ultra luxury builder floors,"3, 4 BHK Independent Floor in South City 1, Gurgaon","['Huda city center', 'NH8']","{'Huda city center': '0.5 km', 'NH8': '0.5 km'}",https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,200 - 1,500 sq.ft.', 'price-range': '₹ 1.75 - 2.4 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '2,200 - 2,900 sq.ft.', 'price-range': '₹ 3 - 4.4 Cr'}}","['Visitors Parking', 'Piped Gas', 'Gated Community', 'Landscape Garden', 'Maintenance Staff']"
Salcon The Verandas,"4, 5, 6 BHK Apartment in Sector 54, Gurgaon","['YES Bank', 'Axis Bank', 'Centrum Plaza', 'Shoppers Stop', 'State Bank of India']","{'YES Bank': '350 meters', 'Axis Bank': '300 meters', 'Centrum Plaza': '1.0 kms', 'Shoppers Stop': '1.5 kms', 'State Bank of India': '650 meters', 'Suncity Market': '1.1 kms', 'Sanar International Hospital': '1.7 kms', 'Govt. Model Sanskriti Primary School': '1.0 kms', 'Cyber \u200b\u200bPark': '650 meters', 'IILM School of Management': '1.3 kms', 'Shree Deep Petrol Pump': '3.1 kms', 'Gurugram City Bus Depot': '1.2 kms', 'Starbucks': '130 meters', 'Central Plaza Mall': '2.1 kms', 'Khatu Shyam Mandir': '4.7 kms'}",https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,495 - 4,645 sq.ft.', 'price-range': '₹ 9.1 - 9.4 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,330 - 5,500 sq.ft.', 'price-range': '₹ 13 - 13.41 Cr'}, '6 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,068 - 6,425 sq.ft.', 'price-range': '₹ 15 - 15.88 Cr'}}","['Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Salon', 'Restaurant', 'Spa', 'Grocery Shop', 'Squash Court', 'Lawn Tennis Court']"
BPTP Park Generations,"3 BHK Apartment in Sector 37D, Gurgaon","['Suncity School', 'Dwarka Expressway', 'Gurugram Road', 'Sunrise University', 'Sethi Hospital']","{'Suncity School': '750 m', 'Dwarka Expressway': '1.6 Km', 'Gurugram Road': '1.3 Km', 'Sunrise University': '2.7 Km', 'Sethi Hospital': '5.2 Km', 'Gurgaon Dreamz Mall': '6.2 Km', 'Gurgaon Railway Station': '7.8 Km', 'Infinity Business Park': '9.1 Km', 'Indira Gandhi International Airport': '25 Km', 'Nehru Stadium': '6.2 Km'}",https://www.99acres.com/bptp-park-generations-sector-37d-gurgaon-npxid-r1243,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,470 - 1,870 sq.ft.', 'price-range': '₹ 91.14 L - 1.16 Cr'}}","['Doctor on Call', 'Manicured Garden', 'Automated Car Wash', 'Clinic', 'Car wash area', 'Swimming Pool', 'Medical Centre', 'School', 'Volley Ball Court']"
Zara Aavaas,"1, 2, 3 BHK Apartment in Sector 104, Gurgaon","['Mps World School', 'Northern Peripheral Road', 'Tomar Hospital', 'HUDA Mini Golf Course', 'F9 Go Karting Gurgaon']","{'Mps World School': '0.8 Km', 'Northern Peripheral Road': '3.3 Km', 'Tomar Hospital': '3.5 Km', 'HUDA Mini Golf Course': '6.8 Km', 'F9 Go Karting Gurgaon': '6.9 Km', ""Oyster's Water Park"": '9.4 Km', 'Taj City Centre Hotel': '9.6 Km', 'DPG Institute of Technology': '10.9 Km', 'Ardee Mall': '11.4 Km', 'Indira Gandhi International Airport': '20.2 Km'}",https://www.99acres.com/zara-aavaas-sector-104-gurgaon-npxid-r170643,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '301.28 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '497.98 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '763 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Reading Lounge', 'Card Room', 'Sauna', 'Steam Room', 'Cafeteria', 'Billiards', 'Shopping Centre', 'Basketball Court']"
Yashika 104,"1, 2, 3 BHK Apartment in Sector 104, Gurgaon","['DPS Sector 103', 'Cambridge Montessori Preschool', 'Shree Balaji College', 'Sunrise University', 'New Water Pond']","{'DPS Sector 103': '750 m', 'Cambridge Montessori Preschool': '2.6 Km', 'Shree Balaji College': '1 Km', 'Sunrise University': '3.7 Km', 'New Water Pond': '400 m', ""Sun's Spa"": '79 m', 'Cool Deck Coffee': '1.6 Km', 'Gurgaon Dreamz Mall': '4.7 Km', 'Shivai Hospital': '1.9 Km', 'Solitaire Banquet Hall': '3.2 Km', 'Huda Park': '3.1 Km', 'Museum of Folk and Tribal Art': '4.2 Km', 'Ajit Stadium Dhanwapur': '700 m', 'IGI Airport': '19.4 Km'}",https://www.99acres.com/yashika-104-sector-104-gurgaon-npxid-r393813,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '583.61 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '557.78 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '692.12 sq.ft.', 'price-range': 'Price on Request'}}","['Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Multipurpose Court', 'Community Hall', 'Yoga/Meditation Area', 'Gated Community', 'Gymnasium', ""Children's Play Area""]"
Breez Global Heights 89,"2, 3 BHK Apartment in Sector 89, Gurgaon","['Sector 86 Road', 'Dwarka Expy', 'Euro International School', 'Garhi Harsaru Junction', 'Pushpanjali Hospital']","{'Sector 86 Road': '550 Meter', 'Dwarka Expy': '3.2 KM', 'Euro International School': '3.3 KM', 'Garhi Harsaru Junction': '4.7 KM', 'Pushpanjali Hospital': '12.6 KM', 'Omaxe Celebration Mall': '15.7 KM', 'Gurugram University': '16.4 KM', 'HUDA Metro Station': '18.8 KM', 'Indira Gandhi Intl Airport': '28.6 KM'}",https://www.99acres.com/breez-global-heights-89-sector-89-gurgaon-npxid-r389823,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '524.75 sq.ft.', 'price-range': '₹ 30.06 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '645.3 sq.ft.', 'price-range': '₹ 38 L'}}","['Foosball', 'Flower Garden', 'Aerobics Centre', 'Card Room', 'Skating Rink', 'Pool Table', 'Fountain', 'Multipurpose Court', 'Power Back up Lift']"
Zara Rossa,"2, 3 BHK Apartment in Sector 112, Gurgaon","[""Rion's Hospital"", 'Nazafgarh - Gurgaon Road', 'Dwarka Expy', 'GEMS International School', 'The NorthCap University']","{""Rion's Hospital"": '2.3 KM', 'Nazafgarh - Gurgaon Road': '2.5 KM', 'Dwarka Expy': '2.8 KM', 'GEMS International School': '6.2 KM', 'The NorthCap University': '6.5 KM', 'Dwarka Sector 21 Metro Station': '9 KM', 'Pacific D21 Mall': '9.1 KM', 'Indira Gandhi Intl Airport': '16.7 KM'}",https://www.99acres.com/zara-rossa-sector-112-gurgaon-npxid-r268975,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '705 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '773 sq.ft.', 'price-range': 'Price on Request'}}","['Multipurpose Court', 'Power Back up Lift', 'Community Hall', 'Basketball Court', 'Badminton Court', 'Rain Water Harvesting', '24x7 Security', 'Club House', '24/7 Power Backup']"
Alpha Corp GurgaonOne 84,"2, 3, 4 BHK Apartment in Sector 84, Gurgaon","['Cambridge Pre-School', 'Euro Int. School', 'Society Park', 'Genesis Hospital', 'Delhi Public School']","{'Cambridge Pre-School': '550 m', 'Euro Int. School': '1.1 km', 'Society Park': '1.4 km', 'Genesis Hospital': '900 m', 'Delhi Public School': '650 m', 'HDFC Bank': '2.7 km', 'Raheja Market': '1.7 km', 'Sapphire Mall': '2.1 km', 'INXT High Street': '3 km', 'Dishoom Cinemas': '4.1 km'}",https://www.99acres.com/alpha-corp-gurgaonone-84-sector-84-gurgaon-npxid-r5096,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,270 sq.ft.', 'price-range': '₹ 84 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,963 sq.ft.', 'price-range': '₹ 1.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,434 sq.ft.', 'price-range': '₹ 2.25 Cr'}}","['Swimming Pool', 'Medical Centre', 'Flower Garden', 'Aerobics Centre', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck']"
Krrish Florence Estate,"3 BHK Apartment in Sector 70, Gurgaon","['The Vivekananda School', 'Suraj PG Degree College, Sec -75', 'Dr Naveen Chawla General Physician', 'Omaxe Gurgaon Mall', 'Park Hospital']","{'The Vivekananda School': '600 Meter', 'Suraj PG Degree College, Sec -75': '2.4 KM', 'Dr Naveen Chawla General Physician': '3.5 KM', 'Omaxe Gurgaon Mall': '3.7 KM', 'Park Hospital': '4.8 KM', 'NH248A': '6.9 KM', 'Indira Gandhi Intl Airport': '25.8 KM'}",https://www.99acres.com/krrish-florence-estate-sector-70-gurgaon-npxid-r37698,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,865 - 2,125 sq.ft.', 'price-range': '₹ 1.25 - 1.45 Cr'}}","['Infinity Pool', 'Swimming Pool', 'Laundry', 'School', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']"
Tulip Purple,"4 BHK Apartment in Sector 69, Gurgaon","['Indus World School', 'Omaxe Gurgaon Mall', 'Park Hospital', 'Gurugram University', 'Badshahpur Sohna Rd Hwy, Sector 68']","{'Indus World School': '750 m', 'Omaxe Gurgaon Mall': '4.2 km', 'Park Hospital': '6.1 km', 'Gurugram University': '7.2 km', 'Badshahpur Sohna Rd Hwy, Sector 68': '7.7 km', 'Indira Gandhi Intl Airport': '23.4 km', 'Infinity Business Park': '9.4 km', 'Gurgaon Railway Station': '12.8 km', 'Sector 55-56 metro station': '9.2 km', 'Park inn': '9.3 km', ""Oyster's Water Park"": '11.6 km', 'Nehru Stadium': '8.6 km'}",https://www.99acres.com/tulip-purple-sector-69-gurgaon-npxid-r37138,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,400 sq.ft.', 'price-range': '₹ 1.9 Cr'}}","['Bus Shelter', 'Swimming Pool', 'Lawn Tennis Court', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Tulip Ivory,"4, 5 BHK Apartment, 6 BHK Villa in Sector 70, Gurgaon","['Indus World School', 'Reach 3 Roads Shopping Mall', 'SportsCube Center(Sports Complex)', 'Polaris Hospital', 'Radisson Hotel Sohna Road']","{'Indus World School': '0.26 Km', 'Reach 3 Roads Shopping Mall': '0.75 Km', 'SportsCube Center(Sports Complex)': '1.7 Km', 'Polaris Hospital': '4.4 Km', 'Radisson Hotel Sohna Road': '4.7 Km', 'DPG Institute of Technology': '4.9 Km', 'Southern Periphery Road': '5.6 Km', 'SkyJumper Trampoline Park': '5.6 Km', 'IMT Manesar': '16.9 Km', 'Indira Gandhi International Airport': '28.5 Km'}",https://www.99acres.com/tulip-ivory-sector-70-gurgaon-npxid-r35152,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,400 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,850 - 4,600 sq.ft.', 'price-range': 'Price on Request'}, '6 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '7,500 sq.ft.', 'price-range': 'Price on Request'}}","['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'High Speed Elevators', 'Billiards', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']"
Shree Vardhman City,"Land in Sohna, Gurgaon","['GD Goenka World School', 'Old Sohna Dhani Road', 'K. R. Mangalam University', 'Badshahpur Sohna Rd Hwy', 'Vardaan Hospital & Trauma Centre']","{'GD Goenka World School': '600 Meter', 'Old Sohna Dhani Road': '750 Meter', 'K. R. Mangalam University': '1 KM', 'Badshahpur Sohna Rd Hwy': '2.7 KM', 'Vardaan Hospital & Trauma Centre': '2.8 KM', 'Omaxe Gurgaon Mall': '17 KM', 'Indira Gandhi Intl Airport': '36.6 KM'}",https://www.99acres.com/shree-vardhman-city-sohna-gurgaon-npxid-r27370,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,125 - 1,305 sq.ft.', 'price-range': '₹ 1.13 - 1.31 Cr'}}","['Swimming Pool', 'Vastu Compliant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gymnasium', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
Signature Global Prime,"2 BHK Apartment in Sector 63A, Gurgaon","['Paras Trinity Mall', 'Swastik Hospital', 'Sector 55-56 Metro Station', 'Pragyanam School', 'Golf Course Ext Rd']","{'Paras Trinity Mall': '1.7 Km', 'Swastik Hospital': '2 Km', 'Sector 55-56 Metro Station': '4.4 Km', 'Pragyanam School': '4.5 Km', 'Golf Course Ext Rd': '5.1 Km', 'Duke Horse Riding Club': '5.5 Km', 'Surajgarh Gurgaon': '5.9 Km', 'KIIT College of Engineering': '9.7 Km', 'Bhondsi Nature Park': '10.1 Km', 'Golden Greens Golf & Resorts': '13.4 Km', 'F9 Go Karting Gurgaon': '14.3 Km', 'Hyatt Regency Gurgaon': '18 Km', 'Indira Gandhi International Airport': '22.6 Km'}",https://www.99acres.com/signature-global-prime-sector-63a-gurgaon-npxid-r344079,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '573.54 - 590.66 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Volley Ball Court', 'Water Softener Plant', 'Creche/Day care', 'Gazebo', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Power Back up Lift']"
Antriksh Heights,"2, 3, 4 BHK Apartment in Sector 84, Gurgaon","['Society Park', 'MatriKiran High School', 'Old Bengali Market']","{'Society Park': '2 mins', 'MatriKiran High School': '11 mins', 'Old Bengali Market': '4 mins'}",https://www.99acres.com/antriksh-heights-sector-84-gurgaon-npxid-r2190,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,125 - 1,450 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,550 - 2,025 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,095 - 2,595 sq.ft.', 'price-range': 'Price on Request'}}","['Food Court', 'Swimming Pool', 'School', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Fountain', 'Lawn Tennis Court']"
BPTP Pedestal,"2, 3, 4 BHK Apartment in Sector 70A, Gurgaon","[""St. Angel's Global"", 'Ninex Mall', 'Oriental Bank of Commerce', 'HDFC Bank ATM', 'Kunskapsskolan International']","{""St. Angel's Global"": '200m', 'Ninex Mall': '700 m', 'Oriental Bank of Commerce': '800 m', 'HDFC Bank ATM': '1.3 km', 'Kunskapsskolan International': '1.4 km', 'De Adventure Park': '2.8 km', 'Shaheed Bhagat Singh Chowk': '3.4 km', 'Sohna Rd': '3.4 km', 'Ektaa Hospitals': '4.1 km', 'Airia Mall': '4.3 km', 'ISKCON': '4.7 km', 'Meditree Market': '5.2 km', 'OMAXE Gurgaon Mall': '5.3 km', 'Urusvati Museum Of Folklore': '5.4 km', 'Leopard hills': '6.3 km'}",https://www.99acres.com/bptp-pedestal-sector-70a-gurgaon-npxid-r25372,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '628 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '946 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,246 sq.ft.', 'price-range': 'Price on Request'}}","['Manicured Garden', 'Swimming Pool', 'Business Lounge', 'Golf Course', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Billiards']"
