property_name,link,society,price,rate,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
4 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-1350-sq-ft-spid-S69606324,,4.45 Crore,"₹ 32,963/sq.ft.",(125 sq.m.) Plot Area,Plot area 150(125.42 sq.m.),4 Bedrooms,3 Bathrooms,3+ Balconies,Store Room,"001, DLF Phase 2, Gurgaon, Haryana",2 Floors,West,5 to 10 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Shri Shiv Shakthi Mandir', 'Jain Bhawan', 'Arya Samaj Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', ""McDonald's"", 'Food Court', 'The God Father', 'Cantine', 'barrique', 'American Montessori']","Available 4bhk 150sq.Yd very well maintained villa for sale, located at very prime location of dlf-2. Just 5min from dlf cyber city. Get more details and options. Call now!!","['3 Wardrobe', '3 Fan', '3 Geyser', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",S69606324
6 Bedroom House for sale in DLF Phase 4,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-4-gurgaon-3240-sq-ft-spid-E69552472,,9 Crore,"₹ 27,778/sq.ft.",(301 sq.m.) Plot Area,Plot area 360(301.01 sq.m.),6 Bedrooms,7 Bathrooms,3+ Balconies,"Study Room,Servant Room,Pooja Room,Store Room","Near Galleria, DLF Phase 4, Gurgaon, Haryana",3 Floors,North,5 to 10 Year Old,"['Dlf phase 1 metro station', 'Huda city centre metro station', 'Iffco chowk metro station', 'New Life Church', 'Hanuman Mandir', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Rbs ATM', 'Sitaram Bhartia', 'Max Hospital', 'Dr. Kutbuddin Akbary', 'Sidhesh Hospital Gurgaon', 'Umkal Hospital', 'Marwah Clinic', 'Lord Krishna Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gupta', 'Divine Look Clinic Centre 1', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'DT Cinemas', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Nowhere Brewpub and cafe', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'The Chicken Boat', 'Naveidyam', 'Balaji Vegetarian Paradise', 'Pizza Hut', 'Barbecue Grill', 'PWO house', 'Food Court', 'Stones2milestones', 'Bahrisons library', 'Ncr library']","This is a old builtup property can be livable after some renovation easy connectivity from galleria market and dlf phase 4 club also easy access from golg course road and metro station.
Kindly call for site visit",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",E69552472
13 Bedroom House for sale in DLF Phase 3,https://www.99acres.com/13-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-3-dlf-city-phase-3-gurgaon-1467-sq-ft-spid-T69505836,DLF City Plots Phase 3,5 Crore,"₹ 34,083/sq.ft.",(136 sq.m.) Plot Area,Plot area 163(136.29 sq.m.),13 Bedrooms,13 Bathrooms,3+ Balconies,Pooja Room,"Dlf Phase 3, DLF Phase 3, Gurgaon, Haryana",4 Floors,North,0 to 1 Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Upkar Clinic', 'Asha Multispeciality Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]",This is located in dlf phase 3 and very near from cyber city. Its only for investment you can get good rental yield in this building call me for more details.,"['1 Water Purifier', '1 Fridge', '21 Fan', '1 Exhaust Fan', '1 Dining Table', '13 Geyser', '1 Stove', '20 Light', '1 Chimney', '9 TV', '18 AC', '1 Modular Kitchen', '1 Curtains', '7 Wardrobe', '14 Bed', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",T69505836
5 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-4518-sq-ft-spid-Z69504416,,15 Crore,"₹ 33,200/sq.ft.",(420 sq.m.) Plot Area,Plot area 502(419.74 sq.m.),5 Bedrooms,6 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Store Room","A Block, DLF Phase 1, Gurgaon, Haryana",3 Floors,North,5 to 10 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","Genuine livable kothi at the rate of plot only, 5bhk duplex house well connected to golf course road facing north commercials flexible
Kindly call for site visit","['5 Wardrobe', '9 Fan', '1 Exhaust Fan', '6 Geyser', '60 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",Z69504416
5 Bedroom House for sale in B Block Sushant Lok Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-F69489716,,8.25 Crore,"₹ 30,556/sq.ft.",(251 sq.m.) Plot Area,Plot area 300(250.84 sq.m.),5 Bedrooms,6 Bathrooms,3+ Balconies,"Study Room,Servant Room,Store Room,Pooja Room","Sushant Lok, B Block Sushant Lok Phase 1, Gurgaon, Haryana",3 Floors,West,5 to 10 Year Old,"['Iffco chowk metro station', 'Huda city centre metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Rbs ATM', 'Icici bank ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Max Hospital', 'Sitaram Bhartia', 'Dr. Kutbuddin Akbary', 'Umkal Hospital', 'Dr. Naval Mendiratta', 'Sidhesh Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Centre For Sight Gurgaon Sector 29', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Naveidyam', 'Pizza Hut', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'The Chicken Boat', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Balaji Vegetarian Paradise', 'Fat', 'Nowhere Brewpub and cafe', 'Barbecue Grill', 'Roots', 'PWO house', 'MoB Ministory of Beer', 'Park Baluchi', 'Beer & Whisky Bar', 'Bikanervala', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Gravity Space Bar', 'Zura', 'Black Mambaa', 'Stones2milestones', 'Bahrisons library', 'Ncr library']",Well maintained kothi very well lacated gated block available almost plot rate there is need to done some interior work due to building was close from a long time for site visit call us,"['5 Wardrobe', '10 Fan', '1 Exhaust Fan', '5 Geyser', '52 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']",F69489716
6 Bedroom House for sale in New Palam Vihar Phase 1,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-phase-1-gurgaon-1341-sq-ft-spid-S69432458,,2 Crore,"₹ 14,914/sq.ft.",(125 sq.m.) Plot Area,Plot area 1341(124.58 sq.m.),6 Bedrooms,4 Bathrooms,3 Balconies,"Pooja Room,Study Room","New Palam Vihar Phase 1, Gurgaon, Haryana",3 Floors,East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Metro Hospital and Heart Institute Gurgaon', 'Yashroop Medical Centre', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Dr. Sindhu Clinic', 'Axis bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Cafe Coffee Day', 'Pind Baluchi', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']",East facing 2 fully made floor plus terrace. Possesion is immediate. Semi- Furnished. Nice fall cielling and spacious car park 4 hatchbacks 2 full sedans.,"['6 Wardrobe', '9 Fan', '1 Exhaust Fan', '2 Geyser', '15 Light', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']",,S69432458
9 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-2-dlf-city-phase-2-gurgaon-3600-sq-ft-spid-U69430128,DLF City Plots Phase 2,10.75 Crore,"₹ 29,861/sq.ft.",(334 sq.m.) Plot Area,Plot area 400(334.45 sq.m.),9 Bedrooms,9 Bathrooms,3+ Balconies,"Servant Room,Pooja Room,Store Room","DLF Phase 2, Gurgaon, Haryana",3 Floors,South-West,10+ Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Shri Shiv Shakthi Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Surgi Center Clinic', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Asha Multispeciality Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Shri Balaji Medical Store', 'Guardian', '98.4', 'Religare Wellness', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'Mukesh Dhaba', 'Mc Donalds', 'Food Court', ""McDonald's"", 'The God Father', 'Cantine', 'barrique', 'American Montessori']",This is located in dlf phase 2 very near from highway and cyber city.,"['5 Fan', '1 Exhaust Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Private Garden / Terrace', 'High Ceiling Height', 'Separate entry for servant room', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Airy Rooms', 'Low Density Society']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",U69430128
7 Bedroom House for sale in Sector 38 Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-38-gurgaon-900-sq-ft-spid-A68711470,,2.1 Crore,"₹ 23,333/sq.ft.",(84 sq.m.) Plot Area,Plot area 100(83.61 sq.m.),7 Bedrooms,7 Bathrooms,3+ Balconies,"Store Room,Pooja Room,Study Room","Sector 38 Gurgaon, Gurgaon, Haryana",3 Floors,North-East,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Samvit Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Dispencery', 'Bansal Medicare and Maternity Centre', 'Airforce Hospital', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Meher Clinic', 'Best Urologist Atcomplete Family Clinic', 'Smile Plus Dental Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dayal Eye & Maternity Centre', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'KFC', 'Darbar', 'Haldiram', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Kendriya Vidyalaya No.2 Sohna Road', 'CR Model Public School', 'Delhi Public School Primary Section', 'Manav Rachna School', 'Amity Global School', 'Manav Rachna Swimming Pool']",Stilt plus 3 floors. 4 year old construction. Beat for rental purpose . For more details contact,,"['High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",A68711470
4 Bedroom House for sale in Nirvana Country,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-2160-sq-ft-spid-G68255006,Unitech Espace,7.35 Crore,"₹ 41,762/sq.ft.",(201 sq.m.) Plot Area,Plot area 240(200.67 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,"Pooja Room,Servant Room","Nirvana Country, Gurgaon, Haryana",3 Floors,South,5 to 10 Year Old,"['Radhakrishna Shani Mandir', 'Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Meher Clinic', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Vishesh Dental', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sanjeevani Hospital Gurgaon', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Icici bank', 'Central bank of india', 'SRS Cinemas', 'Madison and Pike', 'India', 'Haldiram', 'Starbucks', 'Nook', ""Domino's Pizza"", ""Nirula's"", 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section', 'Amity Global School']",This is property is next to park and sunfacing.,"['5 Wardrobe', '1 Exhaust Fan', '4 Geyser', '9 Light', '6 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Maintenance Staff', 'Swimming Pool', 'Separate entry for servant room', 'Visitor Parking', 'Fitness Centre / GYM', 'Rain Water Harvesting']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",G68255006
6 Bedroom House for sale in Uppals Southend,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-uppals-southend-gurgaon-2880-sq-ft-spid-X68250584,,4.45 Crore,"₹ 15,451/sq.ft.",(268 sq.m.) Plot Area,Plot area 320(267.56 sq.m.),6 Bedrooms,6 Bathrooms,3 Balconies,"Pooja Room,Study Room,Servant Room,Store Room","Uppals Southend, Gurgaon, Haryana",3 Floors,North,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Meher Clinic', 'Vatsalya Clinic', 'Gobind Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'Icici bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'Hdfc bank', 'Central bank of india', 'Union bank of india', 'State bank of india', ""Nirula's"", ""Domino's Pizza"", 'Nook', 'Starbucks', 'India', 'Haldiram', 'Madison and Pike', 'Kamla International']","Uppals southend, gurgaon, haryana for sale kothi , sector -49 gated block corner+park facing gurgaon plot size is :- 320 sq yd. Gf+ff 6 bhk north facing or 12 mtr. Road facing very close to huda metro or nh-8 nearby all famous school , hospitel, mall , markit complex etc. 3+study bhk each floor or a1 construction quality ready to move kothi recently renovated","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '9 Light', '6 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Dining Table']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",X68250584
9 Bedroom House for sale in Sector 9 Gurgaon,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-2628-sq-ft-spid-O69749646,,3.4 Crore,"₹ 12,938/sq.ft.",(244 sq.m.) Plot Area,Plot area 292(244.15 sq.m.),9 Bedrooms,9 Bathrooms,3 Balconies,,"Sector 9 Gurgaon, Gurgaon, Haryana",3 Floors,West,5 to 10 Year Old,"['State bank ATM', 'Esic Hospital Gurugram', 'Shri Multispeciality Hospital', 'Ankur Clinic and Maternity Home', 'Shree Krishna Hospital Gurgaon', 'Taneja Hospital', 'Pearl Dental Clinic', 'Dr. Ashok Jain', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Kr Dental Hub', 'Lal Superspeciality Hospital', 'Satyam Hospital Gurgaon', 'Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Geeta Nursing Home Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Bhanu Dental Care', 'Tirath Ram Hospitals Pvt Ltd', 'Aryan Hospital', 'Sethi Hospital Gurgaon', 'Bindal Clinic', 'My Care Clinic', 'Ravi Clinic and Health Care Centre', 'M.S Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Kamla Hospital Gurgaon', 'Rachna Dental Clinic', 'Kathuria Hospital', 'D.R. Rajnis Gupta Clinic', 'Parashar Hospital', 'Gurgaon Eye Centre', 'Nangia Hospital Ent and Maternity', 'Pasricha Hospital and Maternity Home', 'Yadav Hospital Gurgoan', 'Parmar Dental Clinic & Lab', 'Vinayak Hospital Gurgaon', 'Nutan Dental Hospital', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","292 square yards triple story made 9 bhk house in a gated locality just close to park, well maintained house in best location of sector 9. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share our 20 years experience with you.","['9 Wardrobe', '12 Fan', '1 Exhaust Fan', '50 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",O69749646
